sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Total deaths","Total affected","Total damage ('000 US$)","Disaster name","Disaster No."
20/04/2017,23/04/2017,Haiti,HTI,"South department",,,,Kph,Storm,--,--,0,0,0,,2017-0137
17/05/2017,19/05/2017,Haiti,HTI,"Grand-Anse, Nippes, Nord-Ouest (Port de Paix), Sud (Les Anglais, Roche-a-Bateaux, Les Cayes)",,,,Km2,Flood,--,--,26,342,0,,2017-0209
07/09/2017,08/09/2017,Haiti,HTI,"Caracol (Trou du Nord), Feroer, Malfety (Fort Liberte), Ouanaminthe, Cap Haitien; Port de Paix, St. Louis de Nord, Anse-a-Foleur, Jean Rabel, Baie-de-Henne, Detipotpe, Ile de la Tortue, Bassin Blue, Chansolme, Mole St. Nicolas which were supported",,,,Kph,Storm,"Tropical cyclone",Flood,2,40092,0,"Hurricane 'Irma'",2017-0381
21/09/2017,21/09/2017,Haiti,HTI,"Limbe, Cornillon (Croix des Bouquets), Saint Marc (Bocozel), Grand Saline (Artibonite), Saint Rafael (North)",,,,Kph,Storm,"Tropical cyclone",Lightening,3,0,0,"Hurricane 'Maria'",2017-0383
14/11/2017,18/11/2017,Haiti,HTI,"Port-de-Paix, îIe à Vache, Maniche, Torbeck (Cayes), Les Cayes, Tortuga (Port de Paix), Baradères, Petit Paradis (Gros Morne)",,,,Km2,Flood,--,"Slide (land, mud, sn",5,50000,0,,2017-0452
26/12/1915,26/12/1915,Honduras,HND,"Gracias A Dios, Campuca, Lempira",,,,Richter,Earthquake,"Ground movement",--,0,0,0,,1915-0009
10/09/1931,10/09/1931,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,1500,0,0,,1931-0010
/10/1961,/10/1961,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,275,0,0,,1961-0052
/08/1965,/08/1965,Honduras,HND,"San Pedro Sula area",,,,Vaccinated,Epidemic,"Viral disease",--,7,170,0,Polio,1965-0045
24/09/1965,24/09/1965,Honduras,HND,"Central, South",,,,Km2,Flood,--,--,0,6000,500,,1965-0057
/06/1965,//1965,Honduras,HND,"South Valle, Choluteca",,,,Km2,Drought,Drought,--,0,100000,0,,1965-9032
01/09/1969,01/09/1969,Honduras,HND,"Roatan, Utila, Guanaja provinces",,,,Kph,Storm,"Tropical cyclone",--,0,8002,19000,Francelia,1969-0089
05/09/1969,05/09/1969,Honduras,HND,,,,,Vaccinated,Epidemic,"Viral disease",--,0,0,0,"Equine encephalitis",1969-0092
09/09/1971,09/09/1971,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,0,0,0,,1971-0132
//1972,//1973,Honduras,HND,,,,,Km2,Drought,Drought,--,0,300000,7000,,1972-9077
20/09/1973,20/09/1973,Honduras,HND,Cholima,,,,,Landslide,Landslide,--,2800,0,0,,1973-0039
18/09/1974,21/09/1974,Honduras,HND,Widespread,,,,Kph,Storm,"Tropical cyclone",--,8000,600000,540000,Fifi,1974-0047
/11/1976,/11/1976,Honduras,HND,"North coast",,,,Km2,Flood,--,--,20,15000,0,,1976-0152
17/09/1978,17/09/1978,Honduras,HND,"North Coast Gracias Dios",,,193,Kph,Storm,"Tropical cyclone",--,0,7500,1000,Greta,1978-0116
/11/1979,/11/1979,Honduras,HND,"North coastal area",,,,Km2,Flood,--,--,1,40000,13000,,1979-0098
09/08/1980,09/08/1980,Honduras,HND,"North (Honduras) and  Izabal province (Guatemala)","15.89 N","88.52 W",6.1,Richter,Earthquake,"Ground movement",--,2,0,0,,1980-0129
/10/1981,/10/1981,Honduras,HND,Western,,,,Km2,Flood,--,--,0,0,0,,1981-0086
24/05/1982,24/05/1982,Honduras,HND,Choluteca,,,,Kph,Storm,"Tropical cyclone",--,130,20000,101000,Alleta,1982-0061
27/04/1982,27/04/1982,Honduras,HND,"Comayagua area","14.53 N","87.72 W",5,Richter,Earthquake,"Ground movement",--,0,500,0,,1982-0141
/10/1984,/10/1984,Honduras,HND,,,,,Km2,Flood,--,--,0,0,0,,1984-0238
/08/1986,/08/1986,Honduras,HND,"Northeast Honduras/Mosquitia",,,,Km2,Flood,--,--,0,30000,0,,1986-0093
/08/1988,/08/1988,Honduras,HND,"Tegucigalpa, San Pedro Sula, La Lima",,,,Km2,Flood,"Riverine flood",--,4,14000,0,,1988-0333
14/09/1988,14/09/1988,Honduras,HND,,,,,Km2,Flood,"Coastal flood",--,15,2125,0,,1988-0431
16/10/1988,25/10/1988,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,0,12,0,Joan,1988-0484
//1989,//1989,Honduras,HND,,,,,,"Mass movement (dry)",Avalanche,--,10,0,0,,1989-0575
09/11/1990,21/11/1990,Honduras,HND,"Choloma, Villanueva, Pimienta, Potrerillos (Cortes Department), El Progreso, Santa Rita (Yoro Department), Brus Laguna, Puerto Lempira (Gracias a Dios department)",,,41830,Km2,Flood,"Riverine flood",--,5,48000,100000,,1990-0115
02/09/1993,02/09/1993,Honduras,HND,"Mosquitta region",,,,Km2,Flood,"Coastal flood",--,39,67447,57600,,1993-0073
31/10/1993,03/11/1993,Honduras,HND,"Yoro, Colon, Atlantida provinces",,,6650,Km2,Flood,"Flash flood",--,374,15000,56700,,1993-0084
26/09/1994,26/09/1994,Honduras,HND,,,,,Km2,Flood,--,--,1,500,0,,1994-0348
/10/1994,/10/1994,Honduras,HND,"Aguan Valley, Atlantida, Colon departments",,,,Km2,Flood,--,--,150,15000,0,,1994-0378
/07/1994,/09/1994,Honduras,HND,,,,,Km2,Drought,Drought,--,0,0,10000,,1994-9162
03/06/1995,03/06/1995,Honduras,HND,"Near Tegucigalpa",,,97,Kph,Storm,"Tropical cyclone",--,18,22,0,Allison,1995-0117
09/09/1995,12/09/1995,Honduras,HND,"El Guayaba, Tegucigalpa, El Progreso, Valle de Sula, La Lima (Usulutan, San Vicente Provinces)",,,9440,Km2,Flood,--,"Slide (land, mud, sn",14,25000,4000,,1995-0186
/01/1995,/01/1995,Honduras,HND,,,,,Vaccinated,Epidemic,"Viral disease",--,5,15998,0,"Dengue fever",1995-0314
28/07/1996,30/07/1996,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,0,0,500,"Cesar and Douglas",1996-0172
20/11/1996,20/11/1996,Honduras,HND,"Cortes, Yoro, Atlantida, Colon Regions",,,134,Km2,Flood,--,--,7,75000,31000,,1996-0265
09/11/1996,21/11/1996,Honduras,HND,,,,,Kph,Storm,"Tropical cyclone",--,1,0,1000,Marcos,1996-0502
/12/1997,//1997,Honduras,HND,"Choluteca, Valle, Francisco Morazan, El Paraíso, Comayagua departments",,,,Km2,Drought,Drought,--,0,0,0,,1997-9305
25/10/1998,08/11/1998,Honduras,HND,"Coastal Area",,,270,Kph,Storm,"Tropical cyclone",--,14600,2112000,3793600,Mitch,1998-0345
//1998,/12/1998,Honduras,HND,,,,,Vaccinated,Epidemic,"Bacterial disease",--,17,1372,0,Cholera,1998-0570
04/12/1998,04/12/1998,Honduras,HND,,,,,Vaccinated,Epidemic,"Viral disease",--,0,1080,0,Dengue,1998-0571
/10/1999,/10/1999,Honduras,HND,"Olancho, Progreso, Tela, Cortez, Copan, El Paraiso, Yoro, Tegucigalpa",,,,Km2,Flood,--,--,34,503001,1500,,1999-0324
/02/2000,/02/2000,Honduras,HND,"Atlantida, Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Gracias A Dios, Intibuca, Islas De Bahia, La Paz, Lempira, Name Unknown, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro provinces",,,125,Km2,Wildfire,"Forest fire",--,0,0,0,,2000-0215
/07/2000,//2000,Honduras,HND,"Montana de la Flor area (Marale district, Francisco Morazan province)",,,,Km2,Drought,Drought,Famine,0,1125,0,,2000-9860
30/10/2001,04/11/2001,Honduras,HND,"Colon, Atlantida, Yoro, Cortes, Gracias A Dios, Islas De Bahia provinces",,,219,Kph,Storm,"Tropical cyclone",--,21,86321,5000,Michelle,2001-0603
/07/2001,//2004,Honduras,HND,"Choluteca, Valle, Francisco Morazan, Paraiso, La Paz, Comayagua, Intibuca, Yoro, Lempira provinces",,,960,Km2,Drought,Drought,"Food shortage",0,195000,0,,2001-9383
/01/2002,/01/2002,Honduras,HND,"La Ceiba district (Atlantida province)",,,,Km2,Flood,--,--,1,0,0,,2002-0013
23/05/2002,05/06/2002,Honduras,HND,"Distrito Central, Talanga districts (Francisco Morazan province), Juticalpa district (Olancho province), Choluteca, Paraiso, Santa Barbara, Valle, Yoro provinces",,,,Km2,Flood,"Riverine flood",--,10,969,100000,,2002-0329
01/01/2002,29/06/2002,Honduras,HND,"Valle, La Paz, Choluteca, Olancho, Cortes, Francisco, Morazan, Olancho, Comayagua, El Paraiso, Yoro, Santa Barbara, Copan regions",,,,Vaccinated,Epidemic,"Viral disease",--,8,4530,0,"Dengue fever",2002-0418
09/09/2002,09/09/2002,Honduras,HND,"Marcovia, Choluteca districts (Choluteca province)",,,,Km2,Flood,"Coastal flood",--,0,1720,0,,2002-0598
/01/2002,//2002,Honduras,HND,"Liure, Soledad districts (Paraiso province), Orocuina, El Corpus districts (Choculeta province)",,,128,Km2,Drought,Drought,--,0,82000,0,,2002-9838
14/09/2003,15/09/2003,Honduras,HND,"Copan, Cortes provinces",,,,Km2,Flood,--,--,3,105,0,,2003-0481
28/11/2003,24/12/2003,Honduras,HND,"La Ceiba district (Atlantida province), Yoro province",,,5300,Km2,Flood,"Riverine flood",--,7,3000,20000,,2003-0661
/07/2004,//2004,Honduras,HND,"Atlantida, Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Gracias A Dios, Intibuca, Islas De Bahia, La Paz, Lempira, Name Unknown, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro provinces",,,,Km2,Drought,Drought,"Food shortage",0,137500,0,,2004-9363
24/06/2005,27/06/2005,Honduras,HND,"Tegucigalpa area (Distrito Central district, Francisco Morazan province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",8,800,0,,2005-0348
28/09/2005,10/10/2005,Honduras,HND,"San Pedro Sula, Potrerillos, San Manuel districts (Cortes province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",6,2869,100000,Stan,2005-0567
21/10/2005,21/10/2005,Honduras,HND,"Omoa district (Cortes province)",,,,Kph,Storm,"Tropical cyclone",--,0,0,0,"Hurricane ""Wilma""",2005-0585
30/10/2005,15/11/2005,Honduras,HND,"Gracias A Dios, Atlantida, Colon provinces",,,,Kph,Storm,"Tropical cyclone",Rain,0,11000,0,Beta,2005-0625
18/11/2005,20/11/2005,Honduras,HND,"Atlantida, Colon, Cortes, Gracias A Dios, Yoro provinces",,,75,Kph,Storm,"Tropical cyclone",Flood,47,90000,15500,Gamma,2005-0640
25/06/2006,01/07/2006,Honduras,HND,"Cortes, Intibuca provinces",,,9980,Km2,Flood,"Riverine flood",--,4,1500,8000,,2006-0338
04/09/2007,12/09/2007,Honduras,HND,"Santa Barbara, Cortes, Choluteca, Valle, Paraiso provinces",14.62,-83.64,,Kph,Storm,"Tropical cyclone",Flood,1,19500,6579,Felix,2007-0439
15/09/2007,15/09/2007,Honduras,HND,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)",14.85,88.06,5.5,Richter,Earthquake,"Ground movement",--,0,1883,0,,2007-0461
12/10/2007,26/10/2007,Honduras,HND,"El Triunfo district (Choluteca province)",10.98,-85.44,,Km2,Flood,"Riverine flood",--,5,15000,0,,2007-0503
04/11/2007,06/11/2007,Honduras,HND,"Atlantida, Colon provinces",,,,Km2,Flood,--,--,1,500,0,,2007-0543
28/05/2008,28/05/2008,Honduras,HND,"Choluteca province",,,,Kph,Storm,"Tropical cyclone",--,0,0,0,Alma,2008-0234
19/10/2008,12/11/2008,Honduras,HND,"Atlantida, Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Gracias a Dios, Intibuca, La Paz, Lempira, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro provinces",15.86,-89.28,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",67,313357,0,"Tropical Depression Sixteen",2008-0484
28/05/2009,28/05/2009,Honduras,HND,"La Ceiba, Tela districts (Atlantida province), La Lima, Omoa, Puerto Cortes, San Pedro Sula districts (Cortes province), Jesus De Otoro, Guanaja, Roatan, Jose Santos Guardiola districts (Islas De Bahia province), Ceguaca, Chinda, Gualala, Ilama, Las Vegas, Petoa, San Jose De Colimas, Santa Barbara, Trinidad districts (Santa Barbara province), El Progreso, Olanchito districts (Yoro province)",16.731,86.22,7.1,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",7,50136,100000,,2009-0205
/01/2009,/11/2009,Honduras,HND,Tegucigalpa,,,,Vaccinated,Epidemic,"Viral disease",--,7,11771,0,Dengue,2009-0557
/11/2009,/02/2011,Honduras,HND,"Paraiso, Francisco Morazan, Yoro, Choluteca, Valle, Intibuca provinces",,,,Km2,Drought,Drought,"Food shortage",0,45000,0,,2009-9559
29/05/2010,29/05/2010,Honduras,HND,"Copan, Santa Barbara, Cortes, Yoro, Paraiso, Francisco Morazan, Choluteca, Valle, La Paz, Intibuca, Lempira, Ocotepeque, Comayagua provinces",,,,Kph,Storm,"Tropical cyclone",--,18,24675,90000,"Hurricane Agatha",2010-0211
/01/2010,/09/2010,Honduras,HND,"Tegucigalpa (Fransico Morazan department); San Pedro Sula (Cortes department); El Progresso, La Ceiba, Olanchito, Yoro, Catacamas, Choluteca, Danli, El Paraiso",,,,Vaccinated,Epidemic,"Viral disease",--,67,27000,0,Dengue,2010-0268
30/08/2010,30/08/2010,Honduras,HND,"Tegucigalpa area (Distrito Central district, Francisco Morazan province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",5,1610,0,,2010-0443
/08/2010,/08/2010,Honduras,HND,"Atlantida, Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Gracias A Dios, Intibuca, Islas De Bahia, La Paz, Lempira, Name Unknown, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro provinces",,,,Km2,Flood,"Riverine flood",--,117,3400,0,,2010-0447
25/09/2010,25/09/2010,Honduras,HND,"Paraiso, Atlantida, Islas De Bahia, Colon, Yoro, Gracias A Dios, Comayagua provinces",,,,Kph,Storm,"Tropical cyclone",Flood,4,0,0,"Tropical storm Matthew",2010-0503
17/10/2011,17/10/2011,Honduras,HND,"Marcovia, Choluteca, Apacilagua, Pespire districts (Choluteca province), San Lorenzo, Nacaome, Alianza districts (Valle province), Colon, Comayagua, Copan, Cortes, Francisco Morazan, Intibuca, La Paz, Olancho, Paraiso, Yoro provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",33,69798,0,,2011-0386
/09/2012,/09/2012,Honduras,HND,"Choluteca, Francisco Morazan, Gracias A Dios, La Paz, Olancho, Paraiso, Valle provinces",,,,Km2,Drought,Drought,--,0,125000,0,,2012-9379
/07/2013,/07/2013,Honduras,HND,"Tegucigalpa, San Pedro Sula, Juticalpa, Comayagua, Copan, La Ceiba; Choluteca, Choloma, La Paz, Catacamas, TEla, Marcovia, Danli, Santa Barbara, SAn Marcos de Ocotepeque, Trujillo, Cortes",,,,Vaccinated,Epidemic,"Viral disease",--,27,34128,0,Dengue,2013-0493
08/01/2014,08/01/2014,Honduras,HND,"Atlantida, Colon provinces",,,,Km2,Flood,"Riverine flood",--,0,20000,0,,2014-0007
15/10/2014,17/10/2014,Honduras,HND,"Tegucigalpa area (Distrito Central district, Francisco Morazan province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",4,3000,1400,,2014-0447
/04/2014,/07/2015,Honduras,HND,"San Marcos De Sierra, Camasca districts (Intibuca province), Moroceli, Alauca, Oropoli, Teupasenti districts (Paraiso province), Ocotepeque, Copan, Santa Barbara, Yoro, Comayagua, Olancho, Lempira, La Paz, Valle, Choluteca, Francisco Morazan provinces",,,,Km2,Drought,Drought,"Food shortage",0,571710,0,,2014-9332
06/08/2016,06/08/2016,Honduras,HND,"Islas De Bahía, Colon, Gracias A Dios, Cortés",,,,Kph,Storm,"Tropical cyclone",--,1,151,0,"Tropical storm Earl",2016-0284
18/10/2016,20/10/2016,Honduras,HND," Francisco Morazan, Valle, Choluteca, Paraíso provinces ",,,,Km2,Flood,--,"Slide (land, mud, sn",6,450000,0,,2016-0356
18/10/2016,22/10/2016,Honduras,HND,"Paraiso, Francisco Morazan, Valle, Choluteca provinces, Tegucigalpa (Yoro district, Yoro province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",0,500,0,,2016-0407
10/06/2017,11/06/2017,Honduras,HND,"Choluteca (Choluteca city), Francisco Morazán (Talanga city), Cortés, Colón, Santa Barbara,  Valle, Lempira, La Paz, Intibucá, Copán, Ocotepeque",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",3,645,0,,2017-0196
07/01/2017,21/01/2017,Honduras,HND,"Caribbean coast; Trujillo, Tocoa (Colon), Tela, La Ceiba, (Atlantida) Omoa-Cuyamel (Cortes), Laguna de Ibans in La Mosquitia (Brus Laguna), El Progreso (Yoro)",15.581,-85.367,13364.22,Km2,Flood,--,--,7,400,0,,2017-0227
05/10/2017,06/10/2017,Honduras,HND,"Ocotepeque, Copán, Lempira, Intibucá, Santa Bárbara, Comayagua departements, Francisco Morazan (San Ignacio), Atlantida (El Porvenir), El Paraiso (Trojes), Valle (San Lorenzo, Nacaome Paso Hondo in Goascoran)",,,,Kph,Storm,"Tropical cyclone",Flood,3,120,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
23/10/2017,29/10/2017,Honduras,HND,"Francisco Morazán, Olancho, Colón, Cortés (La Lima), Atlántida, Islas de La Bahía, Santa Bárbara,  El Paraíso, Yoro, Gracias a Dios",,,,Km2,Flood,--,"Broken Dam/Burst ban",8,46975,0,,2017-0449
06/01/1900,06/01/1900,Jamaica,JAM,"Saint James",,,,Km2,Flood,--,--,300,0,0,,1900-0006
13/01/1900,13/01/1900,Jamaica,JAM,Porus,33,,,Vaccinated,Epidemic,"Viral disease",--,30,0,0,Gastroenteritis,1900-0007
10/08/1903,10/08/1903,Jamaica,JAM,"North coast",,,,Kph,Storm,"Tropical cyclone",--,65,0,0,,1903-0008
14/01/1907,14/01/1907,Jamaica,JAM,Kingston,"17.58 N","76.48 W",6.5,Richter,Earthquake,"Ground movement",--,1200,90000,30000,,1907-0004
04/11/1909,04/11/1909,Jamaica,JAM,"St Thomas, St Andrew",,,,,Landslide,Landslide,--,53,0,0,,1909-0016
18/11/1912,18/11/1912,Jamaica,JAM,"West Jamaica, Savanna-La-Mer",,,,Kph,Storm,"Tropical cyclone",--,142,94820,0,,1912-0011
22/09/1917,22/09/1917,Jamaica,JAM,"Northern areas",,,,Kph,Storm,"Tropical cyclone",--,57,0,0,,1917-0006
22/09/1923,22/09/1923,Jamaica,JAM,"St Thomas, Portland",,,,Kph,Storm,"Tropical cyclone",--,4,1300,0,,1923-0015
/10/1932,/10/1932,Jamaica,JAM,"Eastern St Thomas",,,,Vaccinated,Epidemic,"Bacterial disease",--,16,0,0,Typhoid,1932-0008
//1933,//1933,Jamaica,JAM,"kingston, St Andrew",,,,Km2,Flood,"Riverine flood",--,53,0,0,,1933-0002
29/10/1933,29/10/1933,Jamaica,JAM,"Western Parishes",,,,Kph,Storm,"Tropical cyclone",--,10,0,0,,1933-0009
19/10/1935,19/10/1935,Jamaica,JAM,,,,,Kph,Storm,"Tropical cyclone",--,0,0,2000,,1935-0010
23/11/1937,23/11/1937,Jamaica,JAM,"Northern areas",,,,Km2,Flood,--,--,111,0,0,,1937-0008
30/11/1937,30/11/1937,Jamaica,JAM,"Millbank, Portland",,,,,"Mass movement (dry)",Landslide,--,40,0,0,,1937-0010
18/11/1940,18/11/1940,Jamaica,JAM,"St Mary, Port, St Thos",,,,Km2,Flood,--,--,125,2000,0,,1940-0012
20/08/1944,20/08/1944,Jamaica,JAM,"Northern Parishes",,,,Kph,Storm,"Tropical cyclone",--,32,2000,0,,1944-0008
17/08/1951,18/08/1951,Jamaica,JAM,"South coast",,,,Kph,Storm,"Tropical cyclone",--,154,20200,56000,Charlie,1951-0016
03/10/1963,03/10/1963,Jamaica,JAM,,,,,Kph,Storm,"Tropical cyclone",--,11,0,11525,Flora,1963-0029
/01/1968,//1968,Jamaica,JAM,Nationwide,,,,Km2,Drought,Drought,--,0,100000,500,,1968-9007
17/10/1973,17/10/1973,Jamaica,JAM,"Entire Island, Kingston",,,,Kph,Storm,"Tropical cyclone",--,6,2510,1700,Gilda,1973-0045
/06/1977,/06/1977,Jamaica,JAM,,,,,Vaccinated,Epidemic,"Viral disease",--,0,0,0,"Dengue fever",1977-0074
25/04/1979,25/04/1979,Jamaica,JAM,Western,,,,Km2,Flood,--,--,4,40000,0,,1979-0041
12/06/1979,12/06/1979,Jamaica,JAM,"Western regions",,,,Km2,Flood,--,--,40,210000,0,,1979-0056
31/07/1980,11/08/1980,Jamaica,JAM,"North coast",,,270,Kph,Storm,"Tropical cyclone",--,6,30009,64000,Allen,1980-0079
/01/1981,//1983,Jamaica,JAM,,,,,Km2,Drought,Drought,"Water shortage",0,0,0,,1981-9209
18/11/1985,18/11/1985,Jamaica,JAM,"Southern, Central (Clareon, Manchester, St, Elizabeth)",,,,Kph,Storm,"Tropical cyclone",--,7,300,5200,Kate,1985-0133
15/05/1986,15/05/1986,Jamaica,JAM,"Entire Island, especillay the Praishes of Westmoreland, Clarendon and Ste. Catherine",,,160,Km2,Flood,--,--,54,40000,76000,,1986-0060
/11/1987,/11/1987,Jamaica,JAM,,,,,Km2,Flood,"Riverine flood",--,9,26000,31000,,1987-0326
29/01/1988,29/01/1988,Jamaica,JAM,"Linstead area of St Catherine",,,,Km2,Flood,--,--,0,0,440,,1988-0061
12/09/1988,12/09/1988,Jamaica,JAM,"Entire country",,,,Kph,Storm,"Tropical cyclone",--,49,810000,1000000,Gilbert,1988-0427
/12/1990,/12/1990,Jamaica,JAM,Savannah-La-Mar,,,,Vaccinated,Epidemic,"Bacterial disease",--,0,300,0,Typhoid,1990-0594
21/05/1991,23/05/1991,Jamaica,JAM,"Kingston, St. Catherine",,,7560,Km2,Flood,"Flash flood",--,15,551340,30000,,1991-0128
21/05/1993,21/05/1993,Jamaica,JAM,"Clarendon, Protland, St Catherine, Kingston, St Thomas, St Andrew, Westmoreland, Trehawny",,,,Km2,Flood,--,--,9,4372,11000,,1993-0036
13/11/1994,18/11/1994,Jamaica,JAM,"St Elizabeth, Clarendon, St Catherine, Kingston, St Thomas, Portland",,,111,Kph,Storm,--,--,4,0,1000,Gordon,1994-0516
21/11/1996,21/11/1996,Jamaica,JAM,,,,93,Kph,Storm,"Tropical cyclone",--,0,800,3000,Marco,1996-0266
/03/2000,//2000,Jamaica,JAM,"Clarendon, Hanover, Manchester, Portland, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Thomas, Trelawny, Westmoreland provinces",,,,Km2,Drought,Drought,--,0,0,6000,,2000-9138
06/11/2001,06/11/2001,Jamaica,JAM,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",,,120,Kph,Storm,"Tropical cyclone",--,1,200,55487,Michelle,2001-0615
23/05/2002,05/06/2002,Jamaica,JAM,"Manchester, Saint Andrew And Kingston, Clarendon, Saint Catherine, Saint Thomas, Saint Ann, Portland, Saint Elizabeth provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",9,25000,20000,,2002-0325
30/09/2002,30/09/2002,Jamaica,JAM,"Saint Thomas, Saint Andrew And Kingston, Saint Elizabeth, Clarendon, Westmoreland provinces",,,100,Kph,Storm,"Tropical cyclone",Flood,4,1500,30,Lili,2002-0627
18/09/2002,19/09/2002,Jamaica,JAM,"Westmoreland, Clarendon, Hanover provinces",,,,Kph,Storm,"Tropical cyclone",--,0,0,1000,Isidore,2002-0656
13/08/2004,13/08/2004,Jamaica,JAM,"Saint Elizabeth province",,,,Kph,Storm,"Tropical cyclone",Flood,1,126,300000,Charley,2004-0415
11/09/2004,11/09/2004,Jamaica,JAM,"Clarendon, Westmoreland, Saint Catherine, Saint Elizabeth, Saint Thomas, Saint Ann, Trelawny, Saint Andrew And Kingston provinces",,,250,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",15,350000,595000,Ivan,2004-0462
07/07/2005,07/07/2005,Jamaica,JAM,"Portland, Saint Andrew And Kingston, Saint Mary, Saint Thomas provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",1,8000,30000,"Hurricane ""Dennis""",2005-0351
18/07/2005,18/07/2005,Jamaica,JAM,"Trelawny, Saint Catherine, Saint James, Manchester, Saint Elizabeth provinces",,,,Kph,Storm,"Tropical cyclone",--,4,2296,1000,Emily,2005-0382
19/10/2005,24/10/2005,Jamaica,JAM,"Saint Thomas, Saint Catherine, Trelawny, Saint Andrew And Kingston provinces",,,,Kph,Storm,"Tropical cyclone",Flood,1,100,3500,"Hurricane ""Wilma""",2005-0585
